Q_ENT;Q_NOMENT;Q_GRUPO;Q_NOMGRUPO;Q_PARTIDA;Q_NOMPARTIDA;Q_FTE;Q_ASIG;Q_VIG;Q_COMP;Q_ORD;Q_PAG;Q_SAL;Q_VAR
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;1;GASTOS DE PERSONAL;122;ADICIONALES;10;11320000;20187000;20186329,47;20186329,47;20186329,47;670,53;99,99667841
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;1;GASTOS DE PERSONAL;123;SUELDO ANUAL COMPLEMENTARIO Y OTROS BENEFICIOS;10;2090000;2890000;2869685,4;2869685,4;2869685,4;20314,6;99,29707266
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;1;GASTOS DE PERSONAL;124;CONTRIBUCIONES PATRONALES PARA JUBILACION;10;3280000;5362081;5362080,6;5362080,6;5362080,6;0,4;99,99999254
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;1;GASTOS DE PERSONAL;125;APORTE PATRONAL PARA OBRA SOCIAL;10;1230000;2010781;2010780,24;2010780,24;2010780,24;0,76;99,9999622
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;1;GASTOS DE PERSONAL;127;OTRAS CONTRIBUCIONES PATRONALES;10;150000;280000;251347,54;251347,54;251347,54;28652,46;89,76697857
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;1;GASTOS DE PERSONAL;131;RETRIBUCIONES EXTRAORDINARIAS;10;12137605;17986676;17709415,44;17709415,44;17709415,44;277260,56;98,45852252
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;1;GASTOS DE PERSONAL;141;ASIGNACIONES FAMILIARES VARIAS;10;250000;1125087;1118081;1118081;1118081;7006;99,3772926
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;1;GASTOS DE PERSONAL;151;ASISTENCIAS SOCIALES VARIAS;10;8490000;15892000;15490500;15490500;15490500;401500;97,47357161
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;211;ALIMENTOS PARA PERSONAS;10;760000;1860022,29;1845434,26;1845434,26;1822934,26;14588,03;99,21570671
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;211;ALIMENTOS PARA PERSONAS;12127;0;3000000;0;0;0;3000000;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;211;ALIMENTOS PARA PERSONAS;12725;0;910000;0;0;0;910000;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;214;PRODUCTOS AGROFORESTALES;10;40000;36500;35668,19;35668,19;35668,19;831,81;97,72106849
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;215;MADERA, CORCHO Y SUS MANUFACTURAS;10;10000;29087;28112;28112;28112;975;96,64798707
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;221;HILADOS Y TELAS;10;0;111430;111430;111430;111430;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;222;PRENDAS DE VESTIR;34443;0;5200;0;0;0;5200;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;223;CONFECCIONES TEXTILES;10;30000;219434;207245,76;207245,76;207245,76;12188,24;94,44560096
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;223;CONFECCIONES TEXTILES;12127;0;316140;316140;316140;316140;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;223;CONFECCIONES TEXTILES;34659;0;155000;154470;154470;154470;530;99,65806452
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;229;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;1610000;6200;2384,71;2384,71;2384,71;3815,29;38,46306452
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;231;PAPEL DE ESCRITORIO Y CARTON;10;930000;1238147;1070764,9;1070764,9;1070764,9;167382,1;86,48124173
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;231;PAPEL DE ESCRITORIO Y CARTON;12725;400000;150000;50870;50870;50870;99130;33,91333333
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;231;PAPEL DE ESCRITORIO Y CARTON;34443;0;3000;0;0;0;3000;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;233;PRODUCTOS DE ARTES GRAFICAS;10;30000;1094322;968526,71;968526,71;968526,71;125795,29;88,50472804
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;233;PRODUCTOS DE ARTES GRAFICAS;12725;0;179750;173043;173043;173043;6707;96,26870654
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;233;PRODUCTOS DE ARTES GRAFICAS;17448;0;0;0;0;0;0;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;234;PRODUCTOS DE PAPEL Y CARTON;10;10000;11100;1100;1100;1100;10000;9,90990991
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;235;LIBROS, REVISTAS Y PERIODICOS;10;120000;102283;75104;75104;75104;27179;73,42764682
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;241;CUEROS, PIELES Y SUS PRODUCTOS;12127;0;553500;553500;553500;553500;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;242;ARTICULOS DE CAUCHO;10;0;525000;521906,96;521906,96;521906,96;3093,04;99,41084952
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;243;CUBIERTAS Y CAMARAS DE AIRE;10;0;2254000;2250400,64;2250400,64;2250400,64;3599,36;99,84031233
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;243;CUBIERTAS Y CAMARAS DE AIRE;12725;0;485000;470700;470700;470700;14300;97,05154639
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;249;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;50000;10000;0;0;0;10000;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;251;COMPUESTOS QUIMICOS;10;300000;114500;100217,52;100217,52;100217,52;14282,48;87,52621834
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;251;COMPUESTOS QUIMICOS;12712;0;100000;0;0;0;100000;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;251;COMPUESTOS QUIMICOS;17448;0;1519;1519;1519;1519;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;251;COMPUESTOS QUIMICOS;34659;0;1575308,84;373000;373000;373000;1202308,84;23,67789671
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;252;PRODUCTOS FARMACEUTICOS Y MEDICINALES;10;50000;27303;26756,33;26756,33;26756,33;546,67;97,99776581
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;252;PRODUCTOS FARMACEUTICOS Y MEDICINALES;12712;0;100000;0;0;0;100000;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;255;TINTAS, PINTURAS Y COLORANTES;10;390000;1968169,74;1900637,97;1900637,97;1814116,94;67531,77;96,56880356
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;255;TINTAS, PINTURAS Y COLORANTES;12725;0;48000;47620;47620;47620;380;99,20833333
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;255;TINTAS, PINTURAS Y COLORANTES;34443;0;140000;137287,7;137287,7;137287,7;2712,3;98,06264286
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;256;COMBUSTIBLES Y LUBRICANTES;10;3260000;2602488;2566333,25;2566333,25;2566333,25;36154,75;98,61076209
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;256;COMBUSTIBLES Y LUBRICANTES;34443;0;0;0;0;0;0;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;258;PRODUCTOS DE MATERIAL PLASTICO;10;240000;107010;101486,32;101486,32;101486,32;5523,68;94,83816466
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;258;PRODUCTOS DE MATERIAL PLASTICO;12127;0;15000;14960;14960;14960;40;99,73333333
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;259;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;480000;17190;6539,13;6539,13;6539,13;10650,87;38,04031414
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;262;PRODUCTOS DE VIDRIO;10;0;53400;52357;52357;52357;1043;98,04681648
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;262;PRODUCTOS DE VIDRIO;34443;0;142800;142800;142800;142800;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;263;PRODUCTOS DE LOZA Y PORCELANA;10;0;49500;49168;49168;49168;332;99,32929293
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;265;CEMENTO ASBESTO Y YESO;10;0;1450;1450;1450;1450;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;273;MATERIAL DE SEGURIDAD;10;600000;10000;0;0;0;10000;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;273;MATERIAL DE SEGURIDAD;17448;0;10696;10696;10696;10696;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;274;ESTRUCTURAS METALICAS ACABADAS;10;100000;239010;237559;237559;237559;1451;99,39291243
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;274;ESTRUCTURAS METALICAS ACABADAS;17448;0;67600;67600;67600;67600;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;275;HERRAMIENTAS MENORES;17448;0;128010;128010;128010;128010;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;279;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;310000;82400;74869,06;74869,06;74869,06;7530,94;90,86050971
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;291;ELEMENTOS DE LIMPIEZA;10;480000;496430;469887,65;469887,65;469887,65;26542,35;94,65335495
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;292;UTILES DE ESCRITORIO, OFICINA Y ENSENANZA;10;1990000;1425031,5;1253823,96;1253823,96;1231323,96;171207,54;87,98570137
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;292;UTILES DE ESCRITORIO, OFICINA Y ENSENANZA;12127;0;2115360;0;0;0;2115360;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;292;UTILES DE ESCRITORIO, OFICINA Y ENSENANZA;12725;0;475000;474178,3;474178,3;474178,3;821,7;99,82701053
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;292;UTILES DE ESCRITORIO, OFICINA Y ENSENANZA;17448;0;31210,67;0;0;0;31210,67;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;292;UTILES DE ESCRITORIO, OFICINA Y ENSENANZA;34665;0;45036,54;0;0;0;45036,54;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;293;UTILES Y MATERIALES ELECTRICOS;10;60000;2186054,88;2027006,78;2027006,78;2000511,98;159048,1;92,72442328
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;293;UTILES Y MATERIALES ELECTRICOS;17448;0;3732306,36;3732306,36;3732306,36;3732306,36;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;294;UTENSILIOS DE COCINA Y COMEDOR;10;10000;35715;35673;35673;35673;42;99,88240235
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;295;UTILES MENORES MEDICO-QUIRURGICO Y DE LABORATORIO;34659;0;396000;396000;396000;396000;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;296;REPUESTOS Y ACCESORIOS;10;350000;1868605,6;1851289,25;1851289,25;1847257,59;17316,35;99,07330097
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;299;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;330000;17400;9600,01;9600,01;9600,01;7799,99;55,17247126
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;311;ENERGIA ELECTRICA;10;0;551121,85;545529,16;545529,16;545529,16;5592,69;98,98521715
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;315;CORREOS Y TELEGRAFOS;10;160000;60521,12;57830,14;57830,14;55010,14;2690,98;95,55365135
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;319;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;30000;0;0;0;0;0;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;321;ALQUILER DE EDIFICIOS Y LOCALES;10;3450000;8885550;8883721,6;8883721,6;8883721,6;1828,4;99,97942277
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;322;ALQUILER DE MAQUINARIA Y EQUIPO;10;300000;95000;94737;94737;94737;263;99,72315789
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;324;ALQUILER DE FOTOCOPIADORAS;10;0;105270;105194,9;105194,9;105194,9;75,1;99,92865964
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;329;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;200000;882010;881500;881500;881500;510;99,94217753
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;331;MANTENIMIENTO Y REPARACION DE EDIFICIOS Y LOCALES;10;0;1975000;1974720;1974720;1974720;280;99,98582278
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;332;MANTENIMIENTO Y REPARACION DE VEHICULOS;10;297500;307115,6;282098,91;282098,91;282098,91;25016,69;91,85430828
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;332;MANTENIMIENTO Y REPARACION DE VEHICULOS;34443;0;3816,47;0;0;0;3816,47;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;333;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;10;297500;849600,01;828006,73;828006,73;828006,73;21593,28;97,45841811
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;333;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;12725;0;8000;7700;7700;7700;300;96,25
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;335;LIMPIEZA, ASEO Y FUMIGACION;10;1540000;2167800;2031100;2031100;2031100;136700;93,69406772
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;336;MANTENIMIENTO DE SISTEMAS INFORMÁTICOS;10;227500;40450;4506,47;4506,47;4506,47;35943,53;11,14084054
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;339;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;337500;959225,9;939337,26;939337,26;939337,26;19888,64;97,92659477
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;341;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE FACTIBILIDAD;10;0;755000;413460;413460;413460;341540;54,76291391
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;345;DE CAPACITACION;10;0;1630000;1626180,4;1626180,4;1586180,4;3819,6;99,76566871
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;345;DE CAPACITACION;17448;0;50000;50000;50000;50000;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;346;DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;10;0;25800;25123,21;25123,21;25123,21;676,79;97,37678295
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;349;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;4000000;557344,92;555519,5;555519,5;455582;1825,42;99,6724793
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;349;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;12712;0;349310;0;0;0;349310;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;349;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;12725;400000;1570250;1188000;1188000;1188000;382250;75,65674256
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;349;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;34443;0;1008000;1008000;1008000;1008000;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;351;TRANSPORTE;10;0;82300;70007,04;70007,04;70007,04;12292,96;85,06323208
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;352;ALMACENAMIENTO;10;0;146274,28;144462,59;144462,59;144462,59;1811,69;98,76144323
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;353;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;10;6050000;839541;802294,48;802294,48;802294,48;37246,52;95,56346623
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;353;IMPRENTA, PUBLICACIONES Y REPRODUCCIONES;34443;0;0;0;0;0;0;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;354;PRIMAS Y GASTOS DE SEGUROS;10;0;5900;5801,96;5801,96;5801,96;98,04;98,33830508
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;355;COMISIONES Y GASTOS BANCARIOS;10;100000;100000;54329,45;54329,45;54329,45;45670,55;54,32945
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;355;COMISIONES Y GASTOS BANCARIOS;12943;0;524975,75;461981,56;461981,56;461981,56;62994,19;88,00055241
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;356;DE INTERNET;10;0;42850;39742,31;39742,31;39742,31;3107,69;92,74751459
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;357;SERVICIO DE FOTOCOPIADO Y PROCESAMIENTO DE LA INFORMACION;10;0;500;0;0;0;500;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;359;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;2200000;754681;563470,41;563470,41;563470,41;191210,59;74,6633889
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;361;PUBLICIDAD Y PROPAGANDA VARIAS;10;0;71000;70000;70000;70000;1000;98,5915493
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;371;PASAJES;10;1016000;3013065,18;2986671,9;2986671,9;2986671,9;26393,28;99,12403886
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;372;VIATICOS;10;2374000;4522926,13;4481283,3;4481283,3;4481283,3;41642,83;99,07929449
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;372;VIATICOS;12725;0;374000;0;0;0;374000;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;372;VIATICOS;34443;0;0;0;0;0;0;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;379;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;0;10000;10000;10000;10000;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;383;DERECHOS Y TASAS;10;110000;747510;730791,98;730791,98;730791,98;16718,02;97,7635055
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;391;SERVICIOS DE CEREMONIAL;10;20000;40000;27000;27000;27000;13000;67,5
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;394;GASTOS PROTOCOLARES;10;750000;608700;591902,92;591902,92;591902,92;16797,08;97,24049943
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;2;BIENES Y SERVICIOS;399;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;10;0;780860;749500;749500;749500;31360;95,98391517
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;4;RESTO BIENES DE USO;436;EQUIPO PARA COMPUTACION;10;0;5508510;5423398,34;5423398,34;5306647,28;85111,66;98,45490595
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;4;RESTO BIENES DE USO;436;EQUIPO PARA COMPUTACION;34443;0;115000;114804,46;114804,46;114804,46;195,54;99,82996522
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;4;RESTO BIENES DE USO;437;EQUIPOS DE OFICINA Y MUEBLES;10;1200000;5479283,88;5215752,62;5215752,62;4835761,12;263531,26;95,19040689
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;4;RESTO BIENES DE USO;437;EQUIPOS DE OFICINA Y MUEBLES;17448;0;0;0;0;0;0;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;4;RESTO BIENES DE USO;439;EQUIPOS VARIOS;10;257700000;2107506,12;840145,39;840145,39;840145,39;1267360,73;39,86443418
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;4;RESTO BIENES DE USO;441;EQUIPOS DE SEGURIDAD VARIOS;10;8400000;1104700;0;0;0;1104700;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;4;RESTO BIENES DE USO;441;EQUIPOS DE SEGURIDAD VARIOS;17448;0;0;0;0;0;0;0
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;4;RESTO BIENES DE USO;441;EQUIPOS DE SEGURIDAD VARIOS;22474;0;1417213,64;1417213,64;1417213,64;1417213,64;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;5;TRANSFERENCIAS;552;TRANSFERENCIAS A FONDOS FIDUCIARIOS P/ FINANCIAR GTOS. CTES.;10;250000000;293778618,1;287036600;287036600;276036600;6742018,11;97,70506848
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;5;TRANSFERENCIAS;552;TRANSFERENCIAS A FONDOS FIDUCIARIOS P/ FINANCIAR GTOS. CTES.;12943;85000000;99475024,25;92688232,8;92688232,8;92688232,8;6786791,45;93,17739151
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;5;TRANSFERENCIAS;552;TRANSFERENCIAS A FONDOS FIDUCIARIOS P/ FINANCIAR GTOS. CTES.;34776;0;5264294,94;5264294,94;5264294,94;5264294,94;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;5;TRANSFERENCIAS;562;TRANSFERENCIAS A FONDOS FIDUCIARIOS P/FINANC GTOS DE CAPITAL;10;350000000;950806781,9;950806781,9;950806781,9;949442410,2;0;100
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;5;TRANSFERENCIAS;562;TRANSFERENCIAS A FONDOS FIDUCIARIOS P/FINANC GTOS DE CAPITAL;34659;0;20000000;17844050;17844050;17844050;2155950;89,22025
 0007;MINISTERIO DE SEGURIDAD Y JUSTICIA;6;ACTIVOS FINANCIEROS;624;PMOS.A CORTO PLAZO A INST.DE SEG.SOCIAL DE LA PCIA.;10;2700000000;0;0;0;0;0;0
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;111;RETRIBUCION DEL CARGO;10;574033290;360414766,2;277115668;277115668;253579120,6;83299098,17;76,88798962
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;113;ADICIONALES;10;156156939;837400939;828854135,4;828854135,4;799813737,8;8546803,61;98,97936541
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;114;SUELDO ANUAL COMPLEMENTARIO Y OTROS BENEFICIOS;10;60849186;104810686;104486493,8;104486493,8;103614625;324192,19;99,69068785
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;115;CONTRIBUCIONES PATRONALES PARA JUBILACION;10;145685731;202830797,9;200753089,5;200753089,5;200753089,5;2077708,45;98,97564449
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;116;APORTE PATRONAL PARA OBRA SOCIAL;10;41319295;76570147,88;75175371,49;75175371,49;75175371,49;1394776,39;98,1784332
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;117;COMPLEMENTOS;10;0;2178614;1448036,66;1448036,66;1448036,66;730577,34;66,46595771
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;118;OTRAS CONTRIBUCIONES PATRONALES;10;14215534;9904685;9011748,27;9011748,27;9011748,27;892936,73;90,9847034
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;121;RETRIBUCION DEL CARGO;10;11655820;5403471;5403184,5;5403184,5;5403184,5;286,5;99,99469785
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;122;ADICIONALES;10;3415514;18874746;18839863,31;18839863,31;18839863,31;34882,69;99,81518856
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;123;SUELDO ANUAL COMPLEMENTARIO Y OTROS BENEFICIOS;10;1255945;2337517;2337516,94;2337516,94;2337516,94;0,06;99,99999743
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;124;CONTRIBUCIONES PATRONALES PARA JUBILACION;10;2938910;4227638;4227290,41;4227290,41;4227290,41;347,59;99,99177815
 0008;TRIBUNAL DE CUENTAS;1;GASTOS DE PERSONAL;125;APORTE PATRONAL PARA OBRA SOCIAL;10;816364;1585364;1585233,81;1585233,81;1585233,81;130,19;99,99178801
